date,keyword,rank,negative sentiment score
2023-04-29,不行师父系上它就不帅了,223,0.9185142517089844
2023-04-11,你是什么门,352,0.912764310836792
2023-04-11,没点才艺都不配哄娃了吗,288,0.8835089206695557
2023-04-11,什么是失望性情感隔离,163,0.9689912796020508
2023-04-11,仅1成多人拒绝下班秒回工作,46,0.8983669281005859
2023-04-11,石楠花好臭,316,0.877600371837616
2023-04-11,竹筒奶茶 发霉,346,0.9338889718055725
2023-04-11,变质的椰子会产生椰毒假单胞菌,264,0.8957934975624084
2023-04-11,劣质衣服居然有致癌风险,19,0.9789313077926636
2023-04-11,网购别再只会看销量了,291,0.9255238175392151
2023-04-11,石楠花又腥又臭为何还大面积种,145,0.9483907222747803
2022-04-03,宜宾通报幼儿园使用变质食材,149,0.6403296589851379
2022-04-03,傻狍子误闯农家院实力证明傻到家,287,0.44468075037002563
2022-04-03,疲劳状态下坚持运动有受伤风险,29,0.4340564012527466
2022-04-03,纪云禾出逃失败,308,0.7928378582000732
2022-04-03,200余头离世警犬寿命大部分不满10年,42,0.7768133878707886
2022-04-03,动物表演的背后有多残忍,326,0.6359358429908752
2022-04-03,豆瓣崩了,218,0.8503484725952148
2022-04-03,俄方称俄乌谈判进行得不易,50,0.34555792808532715
2022-04-03,成年人崩溃都是悄无声息的,70,0.10705465078353882
2022-04-04,又一次见证了生命的顽强,206,0.008557260036468506
2022-04-04,让英语老师崩溃的瞬间,295,0.19633853435516357
2022-04-04,原来是老师啊全员笨蛋,182,0.3867448568344116
2022-04-04,女子花钱发论文被骗1万多还遭威胁,123,0.846332848072052
2022-04-04,无业女子自称王母娘娘诈骗487万,271,0.6094916462898254
2022-04-04,花生油复用3次致癌物升高超10倍,55,0.9510645270347595
2022-04-04,顾清俞十分后悔误解施源,259,0.8380844593048096
2022-04-04,造谣婴儿做核酸被捅死女子被传唤,150,0.40455466508865356
2022-04-04,念念无明,198,0.22617346048355103
2022-04-05,范加尔身患前列腺癌,290,0.049360454082489014
2022-04-05,成都大雾,251,0.6775997877120972
2022-04-05,多名男子嫌疫情期间无聊相约深夜飙车,138,0.34442663192749023
2022-04-05,七旬老人步履蹒跚地飞奔,49,0.35292303562164307
2022-04-05,网传上海快递员成片阳性消息不实,76,0.8868381381034851
2022-04-05,睡眠不足5小时更容易引发癌症,235,0.5192669630050659
2022-04-05,难听,284,0.9769797325134277
2022-04-05,网友吐槽公厕标识混乱难以识别,152,0.7888696789741516
2022-04-02,妈妈辅导孩子作业到崩溃大哭,267,0.07518821954727173
2022-04-02,百位电竞人作画守护孤独症儿童,182,0.07256180047988892
2022-04-02,赵露思告P图造谣网友胜诉,159,0.7236188650131226
2022-04-02,大侦探第七季好心酸,145,0.00931549072265625
2022-04-02,黄锐假摔骗余沐阳做肥肠粉,82,0.7429406046867371
2022-04-02,快递乱丢的后果太可怕了,225,0.9092293381690979
2022-04-02,财务误入假公司群被骗45万,234,0.8753379583358765
2022-04-02,养猫能让人有多卑微,202,0.02351754903793335
2022-04-02,纪云禾眼里没有光了让人心疼,199,0.39335960149765015
2022-04-15,女子预约HPV疫苗陷入杀鱼盘骗局,243,0.4517468214035034
2022-04-15,山东泰山门将失误,49,0.5551546216011047
2022-04-15,APP用户协议过于冗长或侵犯知情权,130,0.7336807250976562
2022-04-15,难哄,109,0.8475776314735413
2022-04-12,幼童玩耍误食亚硝酸盐致病情危重,147,0.5168815851211548
2022-04-12,心疼易建联,71,0.47371262311935425
2022-04-12,字写不好与笔无关,339,0.9270440340042114
2022-04-12,男子上班无聊点汽油解闷引大火,189,0.3654164671897888
2022-04-12,这段禁毒宣传短片让人泪目,208,0.23349440097808838
2022-04-12,Photic莫欺少年穷,132,0.09843230247497559
2022-04-12,网红无证驾驶拍视频炫耀被粉丝举报,126,0.2861204743385315
2022-04-12,剧组用假人当群演,271,0.9489296078681946
2022-04-12,豆瓣崩了,351,0.8503484725952148
2022-04-24,150碗熟肉打假者疑向法院提供假地址,266,0.9402381181716919
2022-04-24,这报告讲得老师不得不信,187,0.23718971014022827
2022-04-24,北京近日疫情续发和隐匿传播风险高,346,0.3531023859977722
2022-04-24,TTG 遗憾,336,0.6137396097183228
2022-04-24,流星,324,0.2907145619392395
2022-04-24,弗格技术犯规,77,0.10379165410995483
2022-04-24,男子为危险驾驶朋友接风后醉驾身亡,297,0.366828978061676
2022-04-24,济南通报网传济南封城为不实消息,278,0.6682263016700745
2022-04-24,日本一载有26人观光船失联,309,0.45151764154434204
2022-04-23,爆炒和涮都属于半生不熟,124,0.7938734292984009
2022-04-23,北京通报3个旅行团涉疫,251,0.4195275902748108
2022-04-23,北京近日疫情续发和隐匿传播风险高,32,0.3531023859977722
2022-04-23,保罗无解中投,196,0.6566786170005798
2022-04-23,张碧晨舞台落泪让人心疼,236,0.04451751708984375
2022-04-23,福寿螺体内寄生虫多达6000条,159,0.8333216905593872
2022-04-23,垃圾话,177,0.9774197340011597
2022-04-23,YPL回应辛巴旗下主播卖假货,273,0.7911192774772644
2022-04-23,男子为危险驾驶朋友接风后醉驾身亡,44,0.366828978061676
2022-04-23,颜值和嗓音不符的小猫咪,83,0.7565131783485413
2022-04-22,吕小天退伍,58,0.42619287967681885
2022-04-22,央视曝光疫情排查骗局,274,0.38280075788497925
2022-04-22,当代雪糕的价格有多离谱,70,0.7064704895019531
2022-04-22,上海辟谣市民收到了假的连花清瘟胶囊,300,0.6902680397033691
2022-04-22,普尔手臂受伤,226,0.8078911304473877
2022-04-22,英国不明原因幼儿肝炎升至108例,251,0.3917354345321655
2022-04-22,全球超3.8万个物种面临灭绝危险,265,0.33442652225494385
2022-04-22,YPL回应辛巴旗下主播卖假货,13,0.7911192774772644
2022-04-22,骗子以支援国家建设为借口诈骗老人,283,0.980802059173584
2022-04-25,网红雪糕价格贵的有多离谱,74,0.8260624408721924
2022-04-25,丹东核酸初筛结果异常71人,66,0.6425591707229614
2022-04-25,九江一楼房墙皮脱落致1死,33,0.9039499163627625
2022-04-25,保罗一级恶意犯规,187,0.2889190912246704
2022-04-25,特战荣耀 惨烈,17,0.26312464475631714
2022-04-25,久诚诺言嫌弃式组队,60,0.29873979091644287
2022-04-13,喻言起诉经纪公司,65,0.3660566210746765
2022-04-13,广州白云区各核酸采样点全部暂停消息不实,62,0.9011048078536987
2022-04-13,椰树集团再发争议广告,9,0.2920228838920593
2022-04-13,辣目洋子对戏被气无语了,253,0.9360126256942749
2022-04-13,曝信元发育宝猫粮致230只猫中毒,341,0.5578196048736572
2022-04-14,女子接诈骗电话将骗子气到挂断,203,0.9422081112861633
2022-04-14,空明说对不住帮大家催催更,126,0.6073238253593445
2022-04-14,双汇火腿肠吃出尖锐异物,3,0.8706787824630737
2022-04-14,单亲妈妈控诉网红田一名骗钱骗感情,108,0.6240376234054565
2022-04-14,男友陪你幼稚是什么体验,173,0.25795823335647583
2022-04-14,18人涉嫌非法集资1395亿被起诉,14,0.7957625389099121
2022-04-14,无锡一男子街头拙劣碰瓷,225,0.36359477043151855
2022-04-14,咪咕篮球,284,0.14363127946853638
2022-04-14,疫情下的异地恋有多委屈,146,0.13141030073165894
2022-05-22,LESSERAFIM五人舞台,92,0.12917542457580566
2022-05-22,男子采6朵白色蘑菇食用险丧命,160,0.23701167106628418
2022-05-22,江苏1500名老人被骗20亿,245,0.8759576082229614
2022-05-22,中药究竟有多难喝,260,0.789584219455719
2022-05-22,美国已有6人死于不明病因儿童肝炎,115,0.2732316255569458
2022-05-22,小乌龟 北极星的眼泪,7,0.3179200291633606
2022-05-22,知网崩了,14,0.8825359344482422
2022-05-22,猴痘会成为下一个大流行病毒吗,186,0.09721440076828003
2022-05-22,僵尸自行车,19,0.5205234885215759
2022-05-13,陪孩子写作业像渡劫,296,0.16664814949035645
2022-05-13,黑洞,236,0.9024858474731445
2022-05-13,虚拟货币40万人爆仓,208,0.855810821056366
2022-05-13,韩剧流星,66,0.04528731107711792
2022-05-13,余霜,111,0.104777991771698
2022-05-13,不明原因儿童急性肝炎3个主要特征,240,0.06093567609786987
2022-05-13,字节虚拟偶像女团成员宣布停播,12,0.4161165952682495
2022-05-13,起点崩了,307,0.8885478377342224
2022-05-13,女子穿暴汗服跳健身操心悸晕倒,182,0.6466535925865173
2022-05-14,男子酒驾上高速被抓嚣张叫嚣,214,0.3821587562561035
2022-05-14,如何看待虚拟偶像代言现象,128,0.06206387281417847
2022-05-14,向往的生活 无聊,116,0.18705278635025024
2022-05-14,韩剧流星,265,0.04528731107711792
2022-05-14,西安掉下水道失踪男童父母发声,16,0.4371204376220703
2022-05-14,奔跑吧周深被沙漠寂寞惊出表情包,294,0.29988276958465576
2022-05-14,女子找黄牛预约九价HPV疫苗被骗1.2万,123,0.8260341286659241
2022-05-14,字节虚拟偶像女团成员宣布停播,271,0.4161165952682495
2022-05-14,华晨宇王牌收官舞台好催泪,19,0.07962602376937866
2023-04-08,一直不回家也不会想家,81,0.8887286186218262
2023-04-08,宠物鼠被滞留地铁上挠伤乘客,212,0.8760876059532166
2023-04-08,小红书崩了,89,0.8018252849578857
2023-04-08,真不能穿黑色裤子抱宠物,69,0.9112013578414917
2023-04-08,狂飙二创有多离谱,313,0.9035125374794006
2023-04-08,离职是主动辞职好还是被辞退好,281,0.8531615734100342
2023-04-08,诈骗网红梅尼耶的MCN被申请破产,277,0.9286788105964661
2023-04-08,无名,245,0.8133247494697571
2023-04-08,山东人做生意有多实在,184,0.8087636828422546
2023-04-30,这瓜谁编的,299,0.8948943614959717
2023-04-30,汤唯被骗经历被写进韩剧,73,0.9211400747299194
2023-04-30,劝退游客为何反获好评,265,0.9641632437705994
2023-04-30,最无用的节俭行为是什么,176,0.9094589948654175
2023-04-30,见过睡相最丑的床搭子,199,0.8648666739463806
2023-04-30,长沙官方通报买4.6斤水果少一斤,147,0.8742234706878662
2023-04-30,最不成熟的行为 心情一好就原谅一切,270,0.8517880439758301
2023-04-30,海底捞一门店睡满人导致无法用餐,116,0.8760223984718323
2023-04-06,这狗子咋跟条毯子似的,41,0.9581378698348999
2023-04-06,定妆照诈骗,133,0.9518677592277527
2023-04-06,声生不息,83,0.8612478971481323
2023-04-06,马栓下线,297,0.8601167798042297
2023-04-06,中电科称网上的任免文件明显伪造,28,0.9007527828216553
2023-04-06,不良人,210,0.979822039604187
2023-04-06,谁帮我回一下,179,0.8490602970123291
2023-04-06,这海豚嘴都亲秃噜皮了,233,0.9330742359161377
2023-04-06,什么精神状态设计出这茶漏,182,0.9684008955955505
2023-04-06,苹果服务器再出故障,163,0.9019110798835754
2023-04-01,阿尔瓦雷斯破门,83,0.8118857145309448
2023-04-01,TES掉入卡位赛,86,0.7958772778511047
2023-04-01,未央三杀再拿一分,75,0.8495420813560486
2023-04-01,最不想收到的一笔退款,36,0.9541137218475342
2023-04-01,浓眉崴脚,223,0.9184181094169617
2023-04-01,麻六记因未给孕妇优待被打差评,7,0.9755231142044067
2023-04-01,真的还是假的,177,0.9109606146812439
2023-04-01,顾客买小龙虾99元4斤称重仅2斤多,62,0.8439779877662659
2023-04-01,外卖不够起送价你会凑单吗,230,0.8417858481407166
2023-04-01,你手机换过电池吗,51,0.8951711654663086
2022-05-15,7岁男童不慎5楼坠落妈妈崩溃自责,69,0.26492345333099365
2022-05-15,男子疑在超市投放过期商品被发现,73,0.8758789300918579
2022-05-15,看白风夕哭戏好心疼,55,0.12278473377227783
2022-05-15,超6成胃癌与幽门螺杆菌相关,45,0.720048189163208
2022-05-15,韩剧流星,257,0.04528731107711792
2022-05-15,西安掉下水道失踪男童父母发声,221,0.4371204376220703
2022-05-15,志愿者花式喊喇叭催住户做核酸,110,0.36844271421432495
2022-05-15,苍山失联人员下山画面曝光,87,0.11746537685394287
2022-05-15,华晨宇王牌收官舞台好催泪,268,0.07962602376937866
2022-05-12,拐卖妇女儿童犯罪在逃人员黎经发落网,141,0.3902866840362549
2022-05-12,印尼发现21例疑似不明原因肝炎病例,131,0.34012138843536377
2022-05-12,勇士失误,207,0.6111462712287903
2022-05-12,难哄,236,0.8475776314735413
2022-05-24,00后女孩频繁挖鼻孔致颅内感染险丧命,38,0.3621983528137207
2022-05-24,87名老人被骗591万套路曝光,94,0.4722163677215576
2022-05-24,一小区20条狗10多只流浪猫离奇死亡,16,0.5350285172462463
2022-05-24,挖鼻孔会带来3个不良后果,110,0.7580687999725342
2022-05-24,中国代表团遭CNN不实报道中伤,175,0.5894519686698914
2022-05-24,这些东西真的会致癌,251,0.6904422044754028
2022-05-24,边角料零食太坑了,27,0.9391941428184509
2022-05-24,心疼35度高温下的大白,124,0.014962732791900635
2022-05-24,上海西瓜滞销瓜农求助,235,0.4558833837509155
2022-05-23,瘫痪男孩骑扭扭车上课,166,0.3585622310638428
2022-05-23,报告称男性受骗总量是女性两倍,155,0.8654518127441406
2022-05-23,与病毒赛跑的特殊快递员,16,0.9222545623779297
2022-05-23,这些东西真的会致癌,3,0.6904422044754028
2022-05-23,死去的回忆突然攻击我,179,0.05179131031036377
2022-05-23,僵尸自行车,307,0.5205234885215759
2022-05-23,上海西瓜滞销瓜农求助,2,0.4558833837509155
2022-05-23,王心凌QQ音乐屠榜,150,0.051001012325286865
2022-05-23,央视曝光收藏陷阱,135,0.22450459003448486
2023-04-07,大学男老师让女生穿超短裙跳操引不满,54,0.8469867706298828
2023-04-07,男子连喝10多年栀子茶险肠坏死,149,0.8885214328765869
2023-04-07,草东没有派对,72,0.8707324862480164
2023-04-07,2000多年前这件衣服是打底还是外穿,293,0.8418048620223999
2023-04-07,狂飙二创有多离谱,19,0.9035125374794006
2023-04-07,网红带货该对质量问题担责吗,118,0.8425005674362183
2023-04-07,中电科称网上的任免文件明显伪造,321,0.9007527828216553
2023-04-07,诈骗网红梅尼耶的MCN被申请破产,6,0.9286788105964661
2023-04-07,为什么一到换季就鼻炎,164,0.8656948208808899
2023-04-09,恋与制作人,198,0.8114102482795715
2023-04-09,带患癌妈妈理发还价5元遭店主咒骂,299,0.7695935368537903
2023-04-09,被闹钟惊醒对身体危害大,194,0.8166442513465881
2023-04-09,陈晓说我要是双星我就翻脸了,259,0.8479386568069458
2023-04-09,比泰国广告还离谱,208,0.955187976360321
2023-04-09,KSG翻盘MTG,130,0.8613569736480713
2023-04-09,陈翔夜市摆摊,269,0.7947188019752502
2023-04-09,无名网播评分破8,117,0.8480345010757446
2023-04-09,被阿姨一句话气哭了,92,0.7576448917388916
2023-04-14,会叫奶奶接电话的狗狗,249,0.8818529844284058
2023-04-14,叶冰裳黑化了,330,0.8501117825508118
2023-04-14,魏大勋一句话骗到两个人,168,0.8715892434120178
2023-04-14,井汲大翔淘汰,329,0.8733791708946228
2023-04-14,BoysPlanet涉嫌造假,126,0.9268098473548889
2023-04-14,嗑CP被骂,97,0.833825409412384
2023-04-14,为什么牙科医生都穿洞洞鞋,71,0.8620410561561584
2023-04-14,外卖配送费多少钱你能接受,334,0.8944413661956787
2023-04-14,利马伤退,296,0.9131690263748169
2023-04-13,蛟蚌分离,350,0.8752231001853943
2023-04-13,声生不息,72,0.8612478971481323
2023-04-13,你是尿眠体吗,127,0.881624698638916
2023-04-13,井汲大翔淘汰,6,0.8733791708946228
2023-04-13,上一次这么气人的还是素锦和灯芯,372,0.9411138296127319
2023-04-13,旱的旱死涝的涝死,211,0.9129785895347595
2023-04-13,刘奕君 你这样很失态,119,0.865553081035614
2023-04-13,外卖配送费多少钱你能接受,37,0.8944413661956787
2023-04-13,外卖配送费会影响你下单吗,146,0.8539646863937378
2023-04-25,官方通报徐州出租车绕路还反向抹零,156,0.8587376475334167
2023-04-25,闺蜜买走了我的垃圾小说,189,0.8554762601852417
2023-04-25,食物变质信号,160,0.9515295028686523
2023-04-25,翩然到下线都没换过新衣服,308,0.8698365688323975
2023-04-25,新员工交接到一半想离职了,10,0.8203853964805603
2023-04-25,淘宝崩了,299,0.8635774850845337
2023-04-25,冷屁股 屁门,85,0.8616154789924622
2023-04-25,要被何悯鸿气死,318,0.856002688407898
2023-04-25,翩然美甲掉了一个,303,0.8248719573020935
2023-04-22,哇唧唧哇 空座,246,0.7837206721305847
2023-04-22,脱口而出是真实想法吗,181,0.8482633829116821
2023-04-22,二手车贩直播砸宝马,229,0.9569898247718811
2023-04-22,路边的雄性生物不要捡,101,0.874575138092041
2023-04-22,陈都灵礼服开线了,147,0.8539417386054993
2023-04-22,减肥减的根本不是肉,24,0.9212255477905273
2023-04-22,女子喝中药一周发现成分是蟑螂,18,0.8926444053649902
2023-04-22,千万不要让男人去买菜,262,0.8091576099395752
2023-04-22,孝庄秘史 抄袭,71,0.886580765247345
2022-05-01,一往无前的蓝全员消防后遗症,138,0.2815781235694885
2022-05-01,韩剧流星,288,0.04528731107711792
2022-05-01,李子柒斥300余账号恶意侵权,267,0.8592467904090881
2022-05-01,全球不明病因儿童肝炎病例超190例,221,0.09078735113143921
2022-05-01,狗里狗气的小熊猫,44,0.8713933825492859
2022-05-01,30岁脑瘫男子摆摊自力更生,280,0.32223325967788696
2022-05-01,英国不明病因儿童肝炎病例达145例,262,0.05969434976577759
2022-05-01,网曝物业员工在业主车下安不明装置,10,0.5467075705528259
2022-05-01,倒塌事故涉事检测公司出具虚假鉴定报告,167,0.9101070761680603
2022-05-06,长沙市委书记称极为痛心无比自责,174,0.7870540618896484
2022-05-06,风起陇西Angelababy珍珠落泪,43,0.2878298759460449
2022-05-06,女子被好友拉进群刷单受骗32万,211,0.7379612922668457
2022-05-06,益禾堂被曝使用过期发霉食材,97,0.9671440720558167
2022-05-06,AI阅读小说有多离谱,42,0.5127635598182678
2022-05-06,谷爱凌说最糟糕的失败是没有尝试,288,0.898213803768158
2022-05-06,高校通报网传有人食堂下毒致学生身亡,166,0.39423274993896484
2022-05-06,脱口秀演员表演时疑侮辱高校女生,28,0.7715923190116882
2022-05-06,女孩睫毛长58只螨虫险失明,79,0.6383893489837646
2023-04-23,上海一男子商场跳楼砸中女顾客,15,0.9013140201568604
2023-04-23,店主漏看监控冤枉8岁女孩是小偷,136,0.9419474601745605
2023-04-23,感谢垃圾食品,308,0.9726269841194153
2023-04-23,人造长假真的有意义吗,218,0.9414734840393066
2023-04-23,二次感染比第一次更难受吗,61,0.9069082140922546
2023-04-23,明明是一头很好的大象,74,0.9026567935943604
2023-04-23,减肥减的根本不是肉,253,0.9212255477905273
2023-04-23,女子喝中药一周发现成分是蟑螂,287,0.8926444053649902
2023-04-23,依萍 连个星期天也没有,113,0.8378944396972656
2023-04-24,调休到底有什么意义,51,0.8552491068840027
2023-04-24,五一不调休的是什么神仙公司,174,0.9524097442626953
2023-04-24,上海一男子商场跳楼砸中女顾客,197,0.9013140201568604
2023-04-24,假球,297,0.9767865538597107
2023-04-24,店主误会女孩偷窃门口遭摆白花,229,0.9295652508735657
2023-04-24,库里叫暂停,222,0.8992578387260437
2023-04-24,淘宝崩了,32,0.8635774850845337
2023-04-24,06年的台词放现在也是非常炸裂,191,0.8587344884872437
2023-04-24,要被何悯鸿气死,44,0.856002688407898
2023-04-12,浙江多地严重污染,235,0.9278345704078674
2023-04-12,沙尘暴,270,0.8250163793563843
2023-04-12,蛟蚌分离,15,0.8752231001853943
2023-04-12,炸店是对无辜消费者的伤害,129,0.8802899122238159
2023-04-12,本轮沙尘已跨过长江,318,0.7524851560592651
2023-04-12,没有回不了消息的人,369,0.8255004286766052
2023-04-12,你们公司是不招双眼皮吗,87,0.8349830508232117
2023-04-12,中了一千万还去上班吗,62,0.7341070175170898
2023-04-12,刀我别用薄冰刀,33,0.7521377801895142
2023-04-15,上海江苏球迷大喊退票,246,0.8305589556694031
2023-04-15,BLG实力差距,72,0.8259925842285156
2023-04-15,FPX 没奖,80,0.7876283526420593
2023-04-15,护士被扎20针,203,0.8245623707771301
2023-04-15,生源都不足了还要高价抢学区房吗,182,0.8731260895729065
2023-04-15,冥夜是蛟龙不是恐龙,248,0.839322566986084
2023-04-15,网友质疑长月烬明抄袭仙剑三,5,0.8479730486869812
2023-04-15,雨后春笋2天长30厘米顶翻木桌,256,0.7731398940086365
2023-04-15,成龙被观众当场要求退票,89,0.7848668098449707
2022-05-09,沉浸式观看狗狗争宠,296,0.012763142585754395
2022-05-09,史上最丢脸的蛇被猫凶住不敢动,89,0.7985086441040039
2022-05-09,小伙浏览非法涉黄APP五天被骗142万,269,0.8580877780914307
2022-05-09,男子因无聊点燃杨絮致30余辆车被烧毁,225,0.4904930591583252
2022-05-09,网曝长沙一幼儿园厨房蟑螂到处爬,175,0.5495918989181519
2022-05-09,山寨货包装能有多离谱,47,0.9742128849029541
2022-05-09,摆烂失败的小猫,78,0.9227535128593445
2022-05-09,心疼丰兰息,275,0.2344512939453125
2022-05-09,难听,69,0.9769797325134277
2022-05-09,太生气或引起呼吸性碱中毒,30,0.921524167060852
2022-05-07,研究生跟骗子通话3小时被骗74万,5,0.9313737750053406
2022-05-07,女子出租屋垃圾成堆蟑螂爬满墙,159,0.7832871079444885
2022-05-07,两女孩酒店退房留满屋垃圾已长蛆,199,0.9086480736732483
2022-05-07,快播被吊销执照,78,0.921595573425293
2022-05-07,韩剧流星,327,0.04528731107711792
2022-05-07,央视曝光骗婚陷阱,142,0.7482404708862305
2022-05-07,保罗失误,216,0.8282556533813477
2022-05-07,脱口秀演员表演时疑侮辱高校女生,315,0.7715923190116882
2022-05-07,150碗熟肉案买家用假地址被起诉,228,0.9768980741500854
2022-04-09,向琴琴推理出凶手妻子做伪证,133,0.3302243947982788
2022-04-09,小车坠河路人下饺子式入水救人,124,0.27261143922805786
2022-04-09,演自己写的小说有多尴尬,239,0.3372642993927002
2022-04-09,奥密克戎病亡率和流感相似是严重误导,262,0.8526211380958557
2022-04-09,焦虑生气等不良情绪真的会伤胃,224,0.814132809638977
2022-04-09,女子裸聊被网友8个月敲诈14000元,109,0.4772754907608032
2022-04-09,逆水寒新职业荒羽,152,0.27664679288864136
2022-04-09,念念无明,180,0.22617346048355103
2022-04-09,蒋龙无效健身,272,0.8441769480705261
2022-04-07,老鼠咬坏管道老人做饭煤气罐轰燃,71,0.6653982400894165
2022-04-07,猫咪的无效喝水,219,0.6835636496543884
2022-04-07,上海通报2起疫情防控不力典型问题,26,0.4621882438659668
2022-04-07,keep崩了,352,0.8388099670410156
2022-04-07,上海辟谣网传多个小区宣布解封,237,0.35309118032455444
2022-04-07,视频特效能有多离谱,90,0.878093957901001
2022-04-07,上海民警催泪劝说下楼老人回家,183,0.3321477770805359
2022-04-07,3步拒绝难过,44,0.5521243810653687
2022-04-07,分手值得难过吗,144,0.7998650074005127
2022-04-01,吃一顿饭能有多恐怖,263,0.26497459411621094
2022-04-01,四川多地疑似不明巨响,76,0.27907365560531616
2022-04-01,光晞不行他不能捐,307,0.7549931406974792
2022-04-01,近期最讨厌听到的音乐,245,0.6552324295043945
2022-04-01,加一个字毁掉了一部电影,39,0.9289984703063965
2022-04-01,爆红汤圆姐姐遭遇抄袭生意冷清,204,0.6602593064308167
2022-04-01,拜登史无前例释放美石油储备,183,0.012311398983001709
2022-04-01,迪丽热巴红装眼含热泪虐心海报,158,0.18583160638809204
2022-04-06,浦东堵车,86,0.6822962164878845
2022-04-06,每日交作业崩了,57,0.5163673162460327
2022-04-06,上海一老人家中烧锡箔纸不慎起火烧家,300,0.40497082471847534
2022-04-06,男子推销未果将诊所的猫踢进水缸,229,0.3627701997756958
2022-04-06,keep崩了,9,0.8388099670410156
2022-04-06,一个成年人能有多幼稚,322,0.23613697290420532
2022-04-06,原来猫咪不耐烦是这样的,96,0.09978640079498291
2022-04-06,浦东通报封控小区店铺擅自开门营业,279,0.9262554049491882
2022-04-06,经纪公司澄清KIMGARAM校园暴力,199,0.36434781551361084
2022-04-30,隔着屏幕感受到压迫了,309,0.6031666398048401
2022-04-30,怪异,237,0.7770333290100098
2022-04-30,被曝存在食品问题幼儿园园长被采取强制措施,316,0.8706182837486267
2022-04-30,女生讨厌一个人能有多讨厌,121,0.14344483613967896
2022-04-30,知网崩了,28,0.8825359344482422
2022-04-30,韩剧流星,273,0.04528731107711792
2022-04-30,坏蛋联盟,135,0.08210426568984985
2022-04-30,30岁脑瘫男子摆摊自力更生,37,0.32223325967788696
2022-04-30,王霏霏舞社加试现场失控,58,0.6215855479240417
2022-04-08,深圳一剧组进小区拍戏引业主不满,75,0.6713756918907166
2022-04-08,学信网崩了,227,0.892964243888855
2022-04-08,Ulike脱毛仪低俗广告发布商被罚50万,175,0.8208779692649841
2022-04-08,演自己写的小说有多尴尬,38,0.3372642993927002
2022-04-08,奥密克戎病亡率和流感相似是严重误导,9,0.8526211380958557
2022-04-08,网课上出了恐怖片的效果,299,0.09510493278503418
2022-04-08,语义错误,267,0.8566829562187195
2022-04-08,造谣武警将接管上海社区者被调查,236,0.39986252784729004
